id,project_id,milestone_id,title,category,status,assignee_id,due_date,priority,description,created_at,updated_at,source_type,source_meeting_id,created_by,position
51,1,204,FS-4 AI Assistant/RAG,ai-ml,inprogress,2,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-196,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,22
52,1,204,FS-5 ML/AI 모델링,ai-ml,todo,3,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-197,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,23
53,1,203,FS-6 업무 보드,frontend,todo,4,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-198,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,24
54,1,205,FS-4 심사자/기여도/QA (통합),qa,todo,1,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-199,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,25
55,1,205,공통 통합/인프라,other,todo,2,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-200,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,26
56,1,201,로그인과 JWT 세션을 제공한다,backend,todo,3,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-201,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,27
57,1,201,로그인/콜백 화면 구현,backend,todo,4,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-202,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,28
58,1,201,로그인/refresh/logout API 구현,backend,todo,1,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-203,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,29
59,1,201,users 테이블 및 인증 필드 구현,backend,todo,2,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-204,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,30
60,1,201,프로젝트 생성과 멤버 초대를 제공한다,backend,todo,3,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-205,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,31
61,1,201,프로젝트 목록/생성 UI 구현,other,todo,4,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-206,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,32
62,1,201,프로젝트 CRUD 및 초대 API 구현,other,todo,1,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-207,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,33
63,1,201,프로젝트별 RBAC 라우트/API 가드 구현,backend,todo,2,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-208,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,34
64,1,201,역할별 마이페이지 셸을 제공한다,backend,todo,3,2025-12-28,medium,[Jira01 재검증 테스트 삽입] WF-209,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,35
65,1,201,"/me, /me/tasks 기본 API 구현",backend,todo,4,2025-12-28,medium,[Jira01 재검증 테스트 삽입] WF-210,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,36
66,1,203,역할별 마이페이지 라우트/위젯 구현,frontend,todo,1,2025-12-28,medium,[Jira01 재검증 테스트 삽입] WF-211,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,37
67,1,202,회의록 문서 업로드와 상태 조회를 제공한다,backend,done,3,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-212,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,38
68,1,202,회의록 업로드 화면 구현,backend,done,3,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-213,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,39
69,1,202,회의록 업로드 API 및 메타데이터 저장 구현,backend,done,3,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-214,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,40
70,1,202,LLM 회의 분석 결과를 구조화한다,backend,inprogress,3,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-215,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,41
71,1,204,/ai/meeting/analyze 엔드포인트 구현,ai-ml,inprogress,3,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-216,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,42
72,1,202,회의 분석 결과 화면 구현,backend,done,3,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-217,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,43
73,1,202,분석 상태 폴링 및 오류 처리 구현,backend,inprogress,3,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-218,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,44
74,1,202,To-Do 후보를 검토 후 업무로 승인한다,other,done,3,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-219,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,45
75,1,202,To-Do 후보 검토/수정 UI 구현,other,done,3,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-220,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,46
76,1,202,To-Do 승인 API 구현,other,done,3,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-221,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,47
77,1,203,프로젝트 대시보드 기본 집계를 제공한다,frontend,todo,2,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-222,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,48
78,1,203,대시보드 카드/차트 UI 구현,frontend,todo,3,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-223,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,49
79,1,203,dashboard summary/workload API 구현,frontend,todo,4,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-224,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,50
80,1,203,activities 이벤트 로그 저장 구현,other,todo,1,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-225,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,51
81,1,204,ML 지연 위험도 예측을 제공한다,ai-ml,todo,2,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-226,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,52
82,1,204,지연 위험도 baseline 모델 구현,ai-ml,todo,3,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-227,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,53
83,1,204,/ai/predict/delay 연동 및 예측 저장 구현,ai-ml,todo,4,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-228,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,54
84,1,204,업무 상세/대시보드 위험도 표시 구현,ai-ml,todo,1,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-229,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,55
85,1,203,팀원별 업무량을 표시한다,frontend,todo,2,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-230,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,56
86,1,203,팀원별 업무량 차트/과부하 표시 구현,frontend,todo,3,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-231,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,57
87,1,204,프로젝트 문서를 RAG 인덱싱한다,ai-ml,inprogress,4,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-232,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,58
88,1,204,document_chunks 및 pgvector 스키마 구현,ai-ml,inprogress,1,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-233,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,59
89,1,204,/ai/rag/index 엔드포인트 구현,ai-ml,inprogress,2,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-234,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,60
90,1,205,출처 포함 프로젝트 Q&A를 제공한다,qa,inprogress,3,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-235,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,61
91,1,202,Assistant 채팅 UI 구현,other,inprogress,4,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-236,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,62
92,1,202,/assistant/ask API와 권한 필터 구현,other,inprogress,1,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-237,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,63
93,1,204,/ai/rag/query 엔드포인트 구현,ai-ml,inprogress,2,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-238,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,64
94,1,204,업무 편중 점수 모델을 제공한다,ai-ml,inprogress,3,2026-07-20,high,[Jira01 재검증 테스트 삽입] WF-239,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,65
95,1,204,업무 편중 피처 설계 및 데이터 준비,ai-ml,inprogress,4,2026-07-20,high,[Jira01 재검증 테스트 삽입] WF-240,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,66
96,1,204,/ai/score/workload 서빙 구현,ai-ml,inprogress,1,2026-07-20,high,[Jira01 재검증 테스트 삽입] WF-241,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,67
97,1,204,ML 모델링 파이프라인을 지원한다,ai-ml,inprogress,2,2026-07-20,high,[Jira01 재검증 테스트 삽입] WF-242,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,68
98,1,204,지연 위험도 모델 학습/평가 지원,ai-ml,todo,3,2026-07-27,high,[Jira01 재검증 테스트 삽입] WF-243,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,69
99,1,204,임베딩 파이프라인 지원 구현,ai-ml,todo,4,2026-07-20,medium,[Jira01 재검증 테스트 삽입] WF-244,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,70
100,1,204,학습/평가 노트북 및 산출물 정리,ai-ml,todo,1,2026-07-27,medium,[Jira01 재검증 테스트 삽입] WF-245,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,71
101,1,203,상태 기반 칸반 업무 보드를 제공한다,frontend,todo,2,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-246,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,72
102,1,203,칸반 보드 UI와 드래그 상태 이동 구현,frontend,todo,3,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-247,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,73
103,1,201,Task CRUD API 구현,other,todo,4,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-248,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,74
104,1,203,카테고리별 업무 생성과 상세 패널을 제공한다,other,todo,1,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-249,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,75
105,1,203,업무 생성 모달 구현,other,todo,2,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-250,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,76
106,1,203,업무 상세 우측 패널 구현,other,todo,3,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-251,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,77
107,1,203,체크리스트 API 구현,other,todo,4,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-252,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,78
108,1,206,심사자 전용 기여도 리포트를 제공한다,other,todo,1,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-253,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,79
109,1,206,심사자 목록/기여도 화면 구현,other,todo,2,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-254,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,80
110,1,206,기여도 조회 API 구현,other,todo,3,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-255,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,81
111,1,204,/ai/contribution/summarize 엔드포인트 구현,ai-ml,todo,4,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-256,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,82
112,1,205,통합 QA와 권한 시나리오를 검증한다,qa,todo,1,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-257,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,83
113,1,201,권한/RBAC 테스트 케이스 작성 및 실행,backend,todo,2,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-258,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,84
114,1,205,최종 데모 E2E 시나리오 검증,qa,todo,3,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-259,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,85
115,1,205,공통 API 규칙과 응답 envelope를 적용한다,backend,todo,4,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-260,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,86
116,1,205,공통 응답 envelope와 오류 코드 구현,backend,todo,1,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-261,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,87
117,1,205,프론트 API 클라이언트 공통 처리 구현,backend,todo,2,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-262,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,88
118,1,205,비동기 처리와 상태 폴링 기반을 구축한다,backend,todo,3,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-263,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,89
119,1,205,Redis Queue 작업 처리 구조 구현,other,todo,3,2025-12-28,high,[Jira01 재검증 테스트 삽입] WF-264,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,90
120,1,205,공통 작업 상태 폴링 컴포넌트 구현,backend,todo,3,2025-12-28,medium,[Jira01 재검증 테스트 삽입] WF-265,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,91
121,1,202,실제 비동기 분석 처리 구현,other,todo,3,2026-07-18,medium,[Jira01 재검증 테스트 삽입] WF-266,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,92
122,1,202,실제 LLM/STT/문서 파서 연동,other,todo,3,2026-07-22,medium,[Jira01 재검증 테스트 삽입] WF-267,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,93
123,1,203,업무보드 DB 완전 연동,other,todo,3,2026-07-22,medium,[Jira01 재검증 테스트 삽입] WF-268,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,94
124,1,205,API 경로 명세 정리,other,todo,3,2026-07-18,medium,[Jira01 재검증 테스트 삽입] WF-269,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,95
125,1,205,실패 상태 저장 / 재시도 처리,other,todo,3,2026-07-18,medium,[Jira01 재검증 테스트 삽입] WF-270,2026-07-16 06:51:53.944792,2026-07-16 06:51:53.944792,jira01_test_import,,,96
126,1,201,기획 관련 supabase 연동 체크,planning,blocked,1,2026-07-21,medium,연동 체크,2026-07-17 08:10:26.646146,2026-07-17 09:33:56.136878,MANUAL,,1,0
142,1,202,회의록 AI 분석 API 구현,backend,todo,3,,HIGH,회의록 AI 분석 API 구현,2026-07-19 05:19:37.320859,2026-07-19 05:19:58.519455,MEETING_AI,,1,97
143,1,203,분석 결과 화면과 업무 보드 등록 흐름 연결,frontend,todo,3,,HIGH,분석 결과 화면과 업무 보드 등록 흐름 연결,2026-07-19 05:19:38.282414,2026-07-19 05:19:58.519455,MEETING_AI,,1,98
144,1,203,팀장 검토용 To-Do 승인 화면 점검,frontend,todo,3,,MEDIUM,팀장 검토용 To-Do 승인 화면 점검,2026-07-19 05:19:39.240484,2026-07-19 05:19:58.519455,MEETING_AI,,1,99
145,1,202,회의록 AI 분석 API 구현,backend,todo,3,,HIGH,회의록 AI 분석 API 구현,2026-07-19 05:24:51.103357,2026-07-19 05:25:04.859595,MEETING_AI,,1,100
146,1,203,분석 결과 화면과 업무 보드 등록 흐름 연결,frontend,todo,3,,HIGH,분석 결과 화면과 업무 보드 등록 흐름 연결,2026-07-19 05:24:52.088956,2026-07-19 05:25:04.859595,MEETING_AI,,1,101
147,1,203,팀장 검토용 To-Do 승인 화면 점검,frontend,todo,3,,MEDIUM,팀장 검토용 To-Do 승인 화면 점검,2026-07-19 05:24:53.071033,2026-07-19 05:25:04.859595,MEETING_AI,,1,102
148,1,202,회의록 AI 분석 API 구현,backend,todo,3,,HIGH,회의록 AI 분석 API 구현,2026-07-19 05:33:42.431894,2026-07-19 06:00:32.007058,MEETING_AI,,1,103
149,1,203,분석 결과 화면과 업무 보드 등록 흐름 연결,frontend,todo,3,,HIGH,분석 결과 화면과 업무 보드 등록 흐름 연결,2026-07-19 05:33:43.422516,2026-07-19 06:00:32.007058,MEETING_AI,,1,104
150,1,203,팀장 검토용 To-Do 승인 화면 점검,frontend,todo,3,,MEDIUM,팀장 검토용 To-Do 승인 화면 점검,2026-07-19 05:33:44.423836,2026-07-19 06:00:32.007058,MEETING_AI,,1,105
