task_id,title,is_done,created_at
44,초안 작성,false,2026-07-16 06:51:53
44,리뷰 반영,false,2026-07-16 06:51:53
44,완료 보고,false,2026-07-16 06:51:53
45,테스트 시나리오 정리,false,2026-07-16 06:51:53
45,주요 기능 검증,false,2026-07-16 06:51:53
45,버그/리스크 기록,false,2026-07-16 06:51:53
45,재테스트 및 완료 확인,false,2026-07-16 06:51:53
46,API 요구사항 확인,false,2026-07-16 06:51:53
46,핵심 로직 구현,false,2026-07-16 06:51:53
46,연동 테스트 수행,false,2026-07-16 06:51:53
46,리뷰 반영 및 문서화,false,2026-07-16 06:51:53
47,API 요구사항 확인,true,2026-07-16 06:51:53
47,핵심 로직 구현,false,2026-07-16 06:51:53
47,연동 테스트 수행,false,2026-07-16 06:51:53
47,리뷰 반영 및 문서화,false,2026-07-16 06:51:53
48,API 요구사항 확인,false,2026-07-16 06:51:53
48,핵심 로직 구현,false,2026-07-16 06:51:53
48,연동 테스트 수행,false,2026-07-16 06:51:53
48,리뷰 반영 및 문서화,false,2026-07-16 06:51:53
49,API 요구사항 확인,true,2026-07-16 06:51:53
49,핵심 로직 구현,false,2026-07-16 06:51:53
49,연동 테스트 수행,false,2026-07-16 06:51:53
49,리뷰 반영 및 문서화,false,2026-07-16 06:51:53
50,화면 흐름 정리,false,2026-07-16 06:51:53
50,컴포넌트 구현,false,2026-07-16 06:51:53
50,API 연동 확인,false,2026-07-16 06:51:53
50,반응형/QA 점검,false,2026-07-16 06:51:53
51,입력 피처 매핑 검토,true,2026-07-16 06:51:53
51,모델 실행 및 결과 확인,true,2026-07-16 06:51:53
51,예측 결과 API 연동,false,2026-07-16 06:51:53
51,성능/예외 사례 기록,false,2026-07-16 06:51:53
52,입력 피처 매핑 검토,false,2026-07-16 06:51:53
52,모델 실행 및 결과 확인,false,2026-07-16 06:51:53
52,예측 결과 API 연동,false,2026-07-16 06:51:53
52,성능/예외 사례 기록,false,2026-07-16 06:51:53
53,화면 흐름 정리,false,2026-07-16 06:51:53
53,컴포넌트 구현,false,2026-07-16 06:51:53
53,API 연동 확인,false,2026-07-16 06:51:53
53,반응형/QA 점검,false,2026-07-16 06:51:53
54,테스트 시나리오 정리,false,2026-07-16 06:51:53
54,주요 기능 검증,false,2026-07-16 06:51:53
54,버그/리스크 기록,false,2026-07-16 06:51:53
54,재테스트 및 완료 확인,false,2026-07-16 06:51:53
55,작업 범위 정리,false,2026-07-16 06:51:53
55,초안 작성,false,2026-07-16 06:51:53
55,리뷰 반영,false,2026-07-16 06:51:53
55,완료 보고,false,2026-07-16 06:51:53
56,API 요구사항 확인,false,2026-07-16 06:51:53
56,핵심 로직 구현,false,2026-07-16 06:51:53
56,연동 테스트 수행,false,2026-07-16 06:51:53
56,리뷰 반영 및 문서화,false,2026-07-16 06:51:53
57,API 요구사항 확인,false,2026-07-16 06:51:53
57,핵심 로직 구현,false,2026-07-16 06:51:53
57,연동 테스트 수행,false,2026-07-16 06:51:53
57,리뷰 반영 및 문서화,false,2026-07-16 06:51:53
58,API 요구사항 확인,false,2026-07-16 06:51:53
58,핵심 로직 구현,false,2026-07-16 06:51:53
58,연동 테스트 수행,false,2026-07-16 06:51:53
58,리뷰 반영 및 문서화,false,2026-07-16 06:51:53
59,API 요구사항 확인,false,2026-07-16 06:51:53
59,핵심 로직 구현,false,2026-07-16 06:51:53
59,연동 테스트 수행,false,2026-07-16 06:51:53
59,리뷰 반영 및 문서화,false,2026-07-16 06:51:53
60,API 요구사항 확인,false,2026-07-16 06:51:53
60,핵심 로직 구현,false,2026-07-16 06:51:53
60,연동 테스트 수행,false,2026-07-16 06:51:53
60,리뷰 반영 및 문서화,false,2026-07-16 06:51:53
61,작업 범위 정리,false,2026-07-16 06:51:53
61,초안 작성,false,2026-07-16 06:51:53
61,리뷰 반영,false,2026-07-16 06:51:53
61,완료 보고,false,2026-07-16 06:51:53
62,작업 범위 정리,false,2026-07-16 06:51:53
62,초안 작성,false,2026-07-16 06:51:53
62,리뷰 반영,false,2026-07-16 06:51:53
62,완료 보고,false,2026-07-16 06:51:53
63,API 요구사항 확인,false,2026-07-16 06:51:53
63,핵심 로직 구현,false,2026-07-16 06:51:53
63,연동 테스트 수행,false,2026-07-16 06:51:53
63,리뷰 반영 및 문서화,false,2026-07-16 06:51:53
64,API 요구사항 확인,true,2026-07-16 06:51:53
64,핵심 로직 구현,false,2026-07-16 06:51:53
64,연동 테스트 수행,false,2026-07-16 06:51:53
64,리뷰 반영 및 문서화,false,2026-07-16 06:51:53
65,API 요구사항 확인,true,2026-07-16 06:51:53
65,핵심 로직 구현,false,2026-07-16 06:51:53
65,연동 테스트 수행,false,2026-07-16 06:51:53
65,리뷰 반영 및 문서화,false,2026-07-16 06:51:53
66,화면 흐름 정리,true,2026-07-16 06:51:53
66,컴포넌트 구현,false,2026-07-16 06:51:53
66,API 연동 확인,false,2026-07-16 06:51:53
66,반응형/QA 점검,false,2026-07-16 06:51:53
67,API 요구사항 확인,true,2026-07-16 06:51:53
67,핵심 로직 구현,true,2026-07-16 06:51:53
67,연동 테스트 수행,true,2026-07-16 06:51:53
67,리뷰 반영 및 문서화,true,2026-07-16 06:51:53
68,API 요구사항 확인,true,2026-07-16 06:51:53
68,핵심 로직 구현,true,2026-07-16 06:51:53
68,연동 테스트 수행,true,2026-07-16 06:51:53
68,리뷰 반영 및 문서화,true,2026-07-16 06:51:53
69,API 요구사항 확인,true,2026-07-16 06:51:53
69,핵심 로직 구현,true,2026-07-16 06:51:53
69,연동 테스트 수행,true,2026-07-16 06:51:53
69,리뷰 반영 및 문서화,true,2026-07-16 06:51:53
70,API 요구사항 확인,true,2026-07-16 06:51:53
70,핵심 로직 구현,false,2026-07-16 06:51:53
70,연동 테스트 수행,false,2026-07-16 06:51:53
70,리뷰 반영 및 문서화,false,2026-07-16 06:51:53
71,입력 피처 매핑 검토,true,2026-07-16 06:51:53
71,모델 실행 및 결과 확인,true,2026-07-16 06:51:53
71,예측 결과 API 연동,false,2026-07-16 06:51:53
71,성능/예외 사례 기록,false,2026-07-16 06:51:53
72,API 요구사항 확인,true,2026-07-16 06:51:53
72,핵심 로직 구현,true,2026-07-16 06:51:53
72,연동 테스트 수행,true,2026-07-16 06:51:53
72,리뷰 반영 및 문서화,true,2026-07-16 06:51:53
73,API 요구사항 확인,true,2026-07-16 06:51:53
73,핵심 로직 구현,false,2026-07-16 06:51:53
73,연동 테스트 수행,false,2026-07-16 06:51:53
73,리뷰 반영 및 문서화,false,2026-07-16 06:51:53
74,작업 범위 정리,true,2026-07-16 06:51:53
74,초안 작성,true,2026-07-16 06:51:53
74,리뷰 반영,true,2026-07-16 06:51:53
74,완료 보고,true,2026-07-16 06:51:53
75,작업 범위 정리,true,2026-07-16 06:51:53
75,초안 작성,true,2026-07-16 06:51:53
75,리뷰 반영,true,2026-07-16 06:51:53
75,완료 보고,true,2026-07-16 06:51:53
76,작업 범위 정리,true,2026-07-16 06:51:53
76,초안 작성,true,2026-07-16 06:51:53
76,리뷰 반영,true,2026-07-16 06:51:53
76,완료 보고,true,2026-07-16 06:51:53
77,화면 흐름 정리,false,2026-07-16 06:51:53
77,컴포넌트 구현,false,2026-07-16 06:51:53
77,API 연동 확인,false,2026-07-16 06:51:53
77,반응형/QA 점검,false,2026-07-16 06:51:53
78,화면 흐름 정리,false,2026-07-16 06:51:53
78,컴포넌트 구현,false,2026-07-16 06:51:53
78,API 연동 확인,false,2026-07-16 06:51:53
78,반응형/QA 점검,false,2026-07-16 06:51:53
79,화면 흐름 정리,false,2026-07-16 06:51:53
79,컴포넌트 구현,false,2026-07-16 06:51:53
79,API 연동 확인,false,2026-07-16 06:51:53
79,반응형/QA 점검,false,2026-07-16 06:51:53
80,작업 범위 정리,false,2026-07-16 06:51:53
80,초안 작성,false,2026-07-16 06:51:53
80,리뷰 반영,false,2026-07-16 06:51:53
80,완료 보고,false,2026-07-16 06:51:53
81,입력 피처 매핑 검토,false,2026-07-16 06:51:53
81,모델 실행 및 결과 확인,false,2026-07-16 06:51:53
81,예측 결과 API 연동,false,2026-07-16 06:51:53
81,성능/예외 사례 기록,false,2026-07-16 06:51:53
82,입력 피처 매핑 검토,false,2026-07-16 06:51:53
82,모델 실행 및 결과 확인,false,2026-07-16 06:51:53
82,예측 결과 API 연동,false,2026-07-16 06:51:53
82,성능/예외 사례 기록,false,2026-07-16 06:51:53
83,입력 피처 매핑 검토,false,2026-07-16 06:51:53
83,모델 실행 및 결과 확인,false,2026-07-16 06:51:53
83,예측 결과 API 연동,false,2026-07-16 06:51:53
83,성능/예외 사례 기록,false,2026-07-16 06:51:53
84,입력 피처 매핑 검토,false,2026-07-16 06:51:53
84,모델 실행 및 결과 확인,false,2026-07-16 06:51:53
84,예측 결과 API 연동,false,2026-07-16 06:51:53
84,성능/예외 사례 기록,false,2026-07-16 06:51:53
85,화면 흐름 정리,false,2026-07-16 06:51:53
85,컴포넌트 구현,false,2026-07-16 06:51:53
85,API 연동 확인,false,2026-07-16 06:51:53
85,반응형/QA 점검,false,2026-07-16 06:51:53
86,화면 흐름 정리,false,2026-07-16 06:51:53
86,컴포넌트 구현,false,2026-07-16 06:51:53
86,API 연동 확인,false,2026-07-16 06:51:53
86,반응형/QA 점검,false,2026-07-16 06:51:53
87,입력 피처 매핑 검토,true,2026-07-16 06:51:53
87,모델 실행 및 결과 확인,true,2026-07-16 06:51:53
87,예측 결과 API 연동,false,2026-07-16 06:51:53
87,성능/예외 사례 기록,false,2026-07-16 06:51:53
88,입력 피처 매핑 검토,true,2026-07-16 06:51:53
88,모델 실행 및 결과 확인,true,2026-07-16 06:51:53
88,예측 결과 API 연동,false,2026-07-16 06:51:53
88,성능/예외 사례 기록,false,2026-07-16 06:51:53
89,입력 피처 매핑 검토,true,2026-07-16 06:51:53
89,모델 실행 및 결과 확인,true,2026-07-16 06:51:53
89,예측 결과 API 연동,false,2026-07-16 06:51:53
89,성능/예외 사례 기록,false,2026-07-16 06:51:53
90,테스트 시나리오 정리,true,2026-07-16 06:51:53
90,주요 기능 검증,false,2026-07-16 06:51:53
90,버그/리스크 기록,false,2026-07-16 06:51:53
90,재테스트 및 완료 확인,false,2026-07-16 06:51:53
91,작업 범위 정리,true,2026-07-16 06:51:53
91,초안 작성,false,2026-07-16 06:51:53
91,리뷰 반영,false,2026-07-16 06:51:53
91,완료 보고,false,2026-07-16 06:51:53
92,작업 범위 정리,true,2026-07-16 06:51:53
92,초안 작성,false,2026-07-16 06:51:53
92,리뷰 반영,false,2026-07-16 06:51:53
92,완료 보고,false,2026-07-16 06:51:53
93,입력 피처 매핑 검토,true,2026-07-16 06:51:53
93,모델 실행 및 결과 확인,true,2026-07-16 06:51:53
93,예측 결과 API 연동,false,2026-07-16 06:51:53
93,성능/예외 사례 기록,false,2026-07-16 06:51:53
94,입력 피처 매핑 검토,true,2026-07-16 06:51:53
94,모델 실행 및 결과 확인,false,2026-07-16 06:51:53
94,예측 결과 API 연동,false,2026-07-16 06:51:53
94,성능/예외 사례 기록,false,2026-07-16 06:51:53
95,입력 피처 매핑 검토,true,2026-07-16 06:51:53
95,모델 실행 및 결과 확인,false,2026-07-16 06:51:53
95,예측 결과 API 연동,false,2026-07-16 06:51:53
95,성능/예외 사례 기록,false,2026-07-16 06:51:53
96,입력 피처 매핑 검토,true,2026-07-16 06:51:53
96,모델 실행 및 결과 확인,false,2026-07-16 06:51:53
96,예측 결과 API 연동,false,2026-07-16 06:51:53
96,성능/예외 사례 기록,false,2026-07-16 06:51:53
97,입력 피처 매핑 검토,true,2026-07-16 06:51:53
97,모델 실행 및 결과 확인,false,2026-07-16 06:51:53
97,예측 결과 API 연동,false,2026-07-16 06:51:53
97,성능/예외 사례 기록,false,2026-07-16 06:51:53
98,입력 피처 매핑 검토,true,2026-07-16 06:51:53
98,모델 실행 및 결과 확인,false,2026-07-16 06:51:53
98,예측 결과 API 연동,false,2026-07-16 06:51:53
98,성능/예외 사례 기록,false,2026-07-16 06:51:53
99,입력 피처 매핑 검토,true,2026-07-16 06:51:53
99,모델 실행 및 결과 확인,false,2026-07-16 06:51:53
99,예측 결과 API 연동,false,2026-07-16 06:51:53
99,성능/예외 사례 기록,false,2026-07-16 06:51:53
100,입력 피처 매핑 검토,true,2026-07-16 06:51:53
100,모델 실행 및 결과 확인,false,2026-07-16 06:51:53
100,예측 결과 API 연동,false,2026-07-16 06:51:53
100,성능/예외 사례 기록,false,2026-07-16 06:51:53
101,화면 흐름 정리,false,2026-07-16 06:51:53
101,컴포넌트 구현,false,2026-07-16 06:51:53
101,API 연동 확인,false,2026-07-16 06:51:53
101,반응형/QA 점검,false,2026-07-16 06:51:53
102,화면 흐름 정리,false,2026-07-16 06:51:53
102,컴포넌트 구현,false,2026-07-16 06:51:53
102,API 연동 확인,false,2026-07-16 06:51:53
102,반응형/QA 점검,false,2026-07-16 06:51:53
103,작업 범위 정리,false,2026-07-16 06:51:53
103,초안 작성,false,2026-07-16 06:51:53
103,리뷰 반영,false,2026-07-16 06:51:53
103,완료 보고,false,2026-07-16 06:51:53
104,작업 범위 정리,false,2026-07-16 06:51:53
104,초안 작성,false,2026-07-16 06:51:53
104,리뷰 반영,false,2026-07-16 06:51:53
104,완료 보고,false,2026-07-16 06:51:53
105,작업 범위 정리,false,2026-07-16 06:51:53
105,초안 작성,false,2026-07-16 06:51:53
105,리뷰 반영,false,2026-07-16 06:51:53
105,완료 보고,false,2026-07-16 06:51:53
106,작업 범위 정리,false,2026-07-16 06:51:53
106,초안 작성,false,2026-07-16 06:51:53
106,리뷰 반영,false,2026-07-16 06:51:53
106,완료 보고,false,2026-07-16 06:51:53
107,작업 범위 정리,false,2026-07-16 06:51:53
107,초안 작성,false,2026-07-16 06:51:53
107,리뷰 반영,false,2026-07-16 06:51:53
107,완료 보고,false,2026-07-16 06:51:53
108,작업 범위 정리,false,2026-07-16 06:51:53
108,초안 작성,false,2026-07-16 06:51:53
108,리뷰 반영,false,2026-07-16 06:51:53
108,완료 보고,false,2026-07-16 06:51:53
109,작업 범위 정리,false,2026-07-16 06:51:53
109,초안 작성,false,2026-07-16 06:51:53
109,리뷰 반영,false,2026-07-16 06:51:53
109,완료 보고,false,2026-07-16 06:51:53
110,작업 범위 정리,false,2026-07-16 06:51:53
110,초안 작성,false,2026-07-16 06:51:53
110,리뷰 반영,false,2026-07-16 06:51:53
110,완료 보고,false,2026-07-16 06:51:53
111,입력 피처 매핑 검토,false,2026-07-16 06:51:53
111,모델 실행 및 결과 확인,false,2026-07-16 06:51:53
111,예측 결과 API 연동,false,2026-07-16 06:51:53
111,성능/예외 사례 기록,false,2026-07-16 06:51:53
112,테스트 시나리오 정리,false,2026-07-16 06:51:53
112,주요 기능 검증,false,2026-07-16 06:51:53
112,버그/리스크 기록,false,2026-07-16 06:51:53
112,재테스트 및 완료 확인,false,2026-07-16 06:51:53
113,API 요구사항 확인,false,2026-07-16 06:51:53
113,핵심 로직 구현,false,2026-07-16 06:51:53
113,연동 테스트 수행,false,2026-07-16 06:51:53
113,리뷰 반영 및 문서화,false,2026-07-16 06:51:53
114,테스트 시나리오 정리,false,2026-07-16 06:51:53
114,주요 기능 검증,false,2026-07-16 06:51:53
114,버그/리스크 기록,false,2026-07-16 06:51:53
114,재테스트 및 완료 확인,false,2026-07-16 06:51:53
115,API 요구사항 확인,false,2026-07-16 06:51:53
115,핵심 로직 구현,false,2026-07-16 06:51:53
115,연동 테스트 수행,false,2026-07-16 06:51:53
115,리뷰 반영 및 문서화,false,2026-07-16 06:51:53
116,API 요구사항 확인,false,2026-07-16 06:51:53
116,핵심 로직 구현,false,2026-07-16 06:51:53
116,연동 테스트 수행,false,2026-07-16 06:51:53
116,리뷰 반영 및 문서화,false,2026-07-16 06:51:53
117,API 요구사항 확인,false,2026-07-16 06:51:53
117,핵심 로직 구현,false,2026-07-16 06:51:53
117,연동 테스트 수행,false,2026-07-16 06:51:53
117,리뷰 반영 및 문서화,false,2026-07-16 06:51:53
118,API 요구사항 확인,false,2026-07-16 06:51:53
118,핵심 로직 구현,false,2026-07-16 06:51:53
118,연동 테스트 수행,false,2026-07-16 06:51:53
118,리뷰 반영 및 문서화,false,2026-07-16 06:51:53
119,작업 범위 정리,false,2026-07-16 06:51:53
119,초안 작성,false,2026-07-16 06:51:53
119,리뷰 반영,false,2026-07-16 06:51:53
119,완료 보고,false,2026-07-16 06:51:53
120,API 요구사항 확인,true,2026-07-16 06:51:53
120,핵심 로직 구현,false,2026-07-16 06:51:53
120,연동 테스트 수행,false,2026-07-16 06:51:53
120,리뷰 반영 및 문서화,false,2026-07-16 06:51:53
121,작업 범위 정리,true,2026-07-16 06:51:53
121,초안 작성,false,2026-07-16 06:51:53
121,리뷰 반영,false,2026-07-16 06:51:53
121,완료 보고,false,2026-07-16 06:51:53
122,작업 범위 정리,true,2026-07-16 06:51:53
122,초안 작성,false,2026-07-16 06:51:53
122,리뷰 반영,false,2026-07-16 06:51:53
122,완료 보고,false,2026-07-16 06:51:53
123,작업 범위 정리,true,2026-07-16 06:51:53
123,초안 작성,false,2026-07-16 06:51:53
123,리뷰 반영,false,2026-07-16 06:51:53
123,완료 보고,false,2026-07-16 06:51:53
124,작업 범위 정리,true,2026-07-16 06:51:53
124,초안 작성,false,2026-07-16 06:51:53
124,리뷰 반영,false,2026-07-16 06:51:53
124,완료 보고,false,2026-07-16 06:51:53
125,작업 범위 정리,true,2026-07-16 06:51:53
125,초안 작성,false,2026-07-16 06:51:53
125,리뷰 반영,false,2026-07-16 06:51:53
125,완료 보고,false,2026-07-16 06:51:53
126,연동 대상 테이블 확인,false,2026-07-17 08:10:26
126,FK/업로드 순서 검토,false,2026-07-17 08:10:26
126,더미 데이터 검증,false,2026-07-17 08:10:26
126,공유 및 승인,false,2026-07-17 08:10:26
142,API 요구사항 확인,false,2026-07-19 05:19:37
142,핵심 로직 구현,false,2026-07-19 05:19:37
142,연동 테스트 수행,false,2026-07-19 05:19:37
142,리뷰 반영 및 문서화,false,2026-07-19 05:19:37
143,화면 흐름 정리,false,2026-07-19 05:19:38
143,컴포넌트 구현,false,2026-07-19 05:19:38
143,API 연동 확인,false,2026-07-19 05:19:38
143,반응형/QA 점검,false,2026-07-19 05:19:38
144,화면 흐름 정리,true,2026-07-19 05:19:39
144,컴포넌트 구현,false,2026-07-19 05:19:39
144,API 연동 확인,false,2026-07-19 05:19:39
144,반응형/QA 점검,false,2026-07-19 05:19:39
145,API 요구사항 확인,false,2026-07-19 05:24:51
145,핵심 로직 구현,false,2026-07-19 05:24:51
145,연동 테스트 수행,false,2026-07-19 05:24:51
145,리뷰 반영 및 문서화,false,2026-07-19 05:24:51
146,화면 흐름 정리,false,2026-07-19 05:24:52
146,컴포넌트 구현,false,2026-07-19 05:24:52
146,API 연동 확인,false,2026-07-19 05:24:52
146,반응형/QA 점검,false,2026-07-19 05:24:52
147,화면 흐름 정리,true,2026-07-19 05:24:53
147,컴포넌트 구현,false,2026-07-19 05:24:53
147,API 연동 확인,false,2026-07-19 05:24:53
147,반응형/QA 점검,false,2026-07-19 05:24:53
148,API 요구사항 확인,false,2026-07-19 05:33:42
148,핵심 로직 구현,false,2026-07-19 05:33:42
148,연동 테스트 수행,false,2026-07-19 05:33:42
148,리뷰 반영 및 문서화,false,2026-07-19 05:33:42
149,화면 흐름 정리,false,2026-07-19 05:33:43
149,컴포넌트 구현,false,2026-07-19 05:33:43
149,API 연동 확인,false,2026-07-19 05:33:43
149,반응형/QA 점검,false,2026-07-19 05:33:43
150,화면 흐름 정리,true,2026-07-19 05:33:44
150,컴포넌트 구현,false,2026-07-19 05:33:44
150,API 연동 확인,false,2026-07-19 05:33:44
150,반응형/QA 점검,false,2026-07-19 05:33:44
