chunk_id,project_id,source_type,source_id,content,clean_query,noise_category,noisy_query
17,1,task,1,테스트 회의록입니다 - desc,테스트 회의록입니다 업무는 어떤 내용이야?,대화맥락형,"아까 말한 거에 이어서, 테스트 회의록입니다 업무는 어떤 내용이야?"
82,1,task,76,To-Do 승인 API 구현 - [Jira01 재검증 테스트 삽입] WF-221,To-Do 승인 API 구현 업무는 어떤 내용이야?,대화맥락형,"아까 말한 거에 이어서, To-Do 승인 API 구현 업무는 어떤 내용이야?"
86,1,task,80,activities 이벤트 로그 저장 구현 - [Jira01 재검증 테스트 삽입] WF-225,activities 이벤트 로그 저장 구현 업무는 어떤 내용이야?,부가설명형,activities 이벤트 로그 저장 구현 업무는 어떤 내용이야? (디버깅 테스트)
40,1,task,34,To-Do 후보를 검토 후 업무로 승인한다 - [Jira01 재검증 테스트 삽입] WF-179,To-Do 후보를 검토 후 업무로 승인한다 업무는 어떤 내용이야?,대화맥락형,"아까 말한 거에 이어서, To-Do 후보를 검토 후 업무로 승인한다 업무는 어떤 내용이야?"
58,1,task,52,FS-5 ML/AI 모델링 - [Jira01 재검증 테스트 삽입] WF-197,FS-5 ML/AI 모델링 업무는 어떤 내용이야?,구어체잡음형,FS-5 ML/AI 모델링 업무는 어떤 내용이야? ㅋㅋ 그냥 확인차
55,1,task,49,FS-2 회의록 AI/To-Do - [Jira01 재검증 테스트 삽입] WF-194,FS-2 회의록 AI/To-Do 업무는 어떤 내용이야?,구어체잡음형,FS-2 회의록 AI/To-Do 업무는 어떤 내용이야? 근데 이거 그냥 궁금해서 물어보는 거야
98,1,task,92,/assistant/ask API와 권한 필터 구현 - [Jira01 재검증 테스트 삽입] WF-237,/assistant/ask API와 권한 필터 구현 업무는 어떤 내용이야?,감정재촉형,/assistant/ask API와 권한 필터 구현 업무는 어떤 내용이야??! 빨리 좀 알려줄 수 있어?
17,1,task,1,테스트 회의록입니다 - desc,테스트 회의록입니다 업무는 어떤 내용이야?,대화맥락형,이어서 궁금한 게 있는데 테스트 회의록입니다 업무는 어떤 내용이야?
117,1,task,111,/ai/contribution/summarize 엔드포인트 구현 - [Jira01 재검증 테스트 삽입] WF-256,/ai/contribution/summarize 엔드포인트 구현 업무는 어떤 내용이야?,사교인사형,"수고 많으세요, /ai/contribution/summarize 엔드포인트 구현 업무는 어떤 내용이야?"
37,1,task,31,역할별 마이페이지 셸을 제공한다 - [Jira01 재검증 테스트 삽입] WF-176,역할별 마이페이지 셸을 제공한다 업무는 어떤 내용이야?,부가설명형,역할별 마이페이지 셸을 제공한다 업무는 어떤 내용이야? (디버깅 관련 확인용 질문)
44,1,task,38,프로젝트 문서를 RAG 인덱싱한다 - [Jira01 재검증 테스트 삽입] WF-183,프로젝트 문서를 RAG 인덱싱한다 업무는 어떤 내용이야?,부가설명형,프로젝트 문서를 RAG 인덱싱한다 업무는 어떤 내용이야? (성능 테스트)
71,1,task,65,"/me, /me/tasks 기본 API 구현 - [Jira01 재검증 테스트 삽입] WF-210","/me, /me/tasks 기본 API 구현 업무는 어떤 내용이야?",구어체잡음형,"/me, /me/tasks 기본 API 구현 업무는 어떤 내용이야?~ 궁금해서!"
92,1,task,86,팀원별 업무량 차트/과부하 표시 구현 - [Jira01 재검증 테스트 삽입] WF-231,팀원별 업무량 차트/과부하 표시 구현 업무는 어떤 내용이야?,구어체잡음형,음.. 팀원별 업무량 차트/과부하 표시 구현 업무는 어떤 내용이야?
50,1,task,44,심사자 전용 기여도 리포트를 제공한다 - [Jira01 재검증 테스트 삽입] WF-189,심사자 전용 기여도 리포트를 제공한다 업무는 어떤 내용이야?,사교인사형,"혹시 바쁘신데 죄송한데, 심사자 전용 기여도 리포트를 제공한다 업무는 어떤 내용이야?"
41,1,task,35,프로젝트 대시보드 기본 집계를 제공한다 - [Jira01 재검증 테스트 삽입] WF-180,프로젝트 대시보드 기본 집계를 제공한다 업무는 어떤 내용이야?,구어체잡음형,프로젝트 대시보드 기본 집계를 제공한다 업무는 어떤 내용이야? ㅋㅋ 그냥 확인차
115,1,task,109,심사자 목록/기여도 화면 구현 - [Jira01 재검증 테스트 삽입] WF-254,심사자 목록/기여도 화면 구현 업무는 어떤 내용이야?,감정재촉형,심사자 목록/기여도 화면 구현 업무는 어떤 내용이야? 급한데 빨리 부탁해
129,1,task,123,업무보드 DB 완전 연동 - [Jira01 재검증 테스트 삽입] WF-268,업무보드 DB 완전 연동 업무는 어떤 내용이야?,부가설명형,업무보드 DB 완전 연동 업무는 어떤 내용이야? (그냥 확인차 물어봄)
81,1,task,75,To-Do 후보 검토/수정 UI 구현 - [Jira01 재검증 테스트 삽입] WF-220,To-Do 후보 검토/수정 UI 구현 업무는 어떤 내용이야?,감정재촉형,To-Do 후보 검토/수정 UI 구현 업무는 어떤 내용이야? 급한데 빨리 부탁해
91,1,task,85,팀원별 업무량을 표시한다 - [Jira01 재검증 테스트 삽입] WF-230,팀원별 업무량을 표시한다 업무는 어떤 내용이야?,사교인사형,"혹시 바쁘신데 죄송한데, 팀원별 업무량을 표시한다 업무는 어떤 내용이야?"
131,1,task,125,실패 상태 저장 / 재시도 처리 - [Jira01 재검증 테스트 삽입] WF-270,실패 상태 저장 / 재시도 처리 업무는 어떤 내용이야?,구어체잡음형,음.. 실패 상태 저장 / 재시도 처리 업무는 어떤 내용이야?
45,1,task,39,출처 포함 프로젝트 Q&A를 제공한다 - [Jira01 재검증 테스트 삽입] WF-184,출처 포함 프로젝트 Q&A를 제공한다 업무는 어떤 내용이야?,사교인사형,"혹시 바쁘신데 죄송한데, 출처 포함 프로젝트 Q&A를 제공한다 업무는 어떤 내용이야?"
56,1,task,50,FS-3 대시보드/지연 위험도 - [Jira01 재검증 테스트 삽입] WF-195,FS-3 대시보드/지연 위험도 업무는 어떤 내용이야?,대화맥락형,"다른 거 말고, FS-3 대시보드/지연 위험도 업무는 어떤 내용이야?"
40,1,task,34,To-Do 후보를 검토 후 업무로 승인한다 - [Jira01 재검증 테스트 삽입] WF-179,To-Do 후보를 검토 후 업무로 승인한다 업무는 어떤 내용이야?,구어체잡음형,To-Do 후보를 검토 후 업무로 승인한다 업무는 어떤 내용이야? ㅋㅋ 그냥 확인차
31,1,task,12,"둘째, 회의록 AI는 문서 업로드를 먼저 구현하고 STT는 후순위로 둡니다 - 둘째, 회의록 AI는 문서 업로드를 먼저 구현하고 STT는 후순위로 둡니다","둘째, 회의록 AI는 문서 업로드를 먼저 구현하고 STT는 후순위로 둡니다 업무는 어떤 내용이야?",대화맥락형,"이어서 궁금한 게 있는데 둘째, 회의록 AI는 문서 업로드를 먼저 구현하고 STT는 후순위로 둡니다 업무는 어떤 내용이야?"
83,1,task,77,프로젝트 대시보드 기본 집계를 제공한다 - [Jira01 재검증 테스트 삽입] WF-222,프로젝트 대시보드 기본 집계를 제공한다 업무는 어떤 내용이야?,대화맥락형,저번에 물어봤던 거 말고 이번엔 프로젝트 대시보드 기본 집계를 제공한다 업무는 어떤 내용이야?
59,1,task,53,FS-6 업무 보드 - [Jira01 재검증 테스트 삽입] WF-198,FS-6 업무 보드 업무는 어떤 내용이야?,대화맥락형,"다른 거 말고, FS-6 업무 보드 업무는 어떤 내용이야?"
29,1,task,2,"회의 제목: 캡스톤디자인 WorkFlow AI 착수 회의 회의 일자: 2026… - 회의 제목: 캡스톤디자인 WorkFlow AI 착수 회의 회의 일자: 2026-07-09 프로젝트 유형: 캡스톤디자인 참석자: 고무서, 곽진아, 박지수, 허영주, 유소은, 박상준, 이은주 [회의 내용] 고무서: 오…",회의 제목: 캡스톤디자인 WorkFlow AI 착수 회의 회의 일자: 2026… 업무는 어떤 내용이야?,구어체잡음형,회의 제목: 캡스톤디자인 WorkFlow AI 착수 회의 회의 일자: 2026… 업무는 어떤 내용이야? ㅋㅋ 그냥 확인차
84,1,task,78,대시보드 카드/차트 UI 구현 - [Jira01 재검증 테스트 삽입] WF-223,대시보드 카드/차트 UI 구현 업무는 어떤 내용이야?,감정재촉형,대시보드 카드/차트 UI 구현 업무는 어떤 내용이야? 급한데 빨리 부탁해
125,1,task,119,Redis Queue 작업 처리 구조 구현 - [Jira01 재검증 테스트 삽입] WF-264,Redis Queue 작업 처리 구조 구현 업무는 어떤 내용이야?,대화맥락형,저번에 물어봤던 거 말고 이번엔 Redis Queue 작업 처리 구조 구현 업무는 어떤 내용이야?
108,1,task,102,칸반 보드 UI와 드래그 상태 이동 구현 - [Jira01 재검증 테스트 삽입] WF-247,칸반 보드 UI와 드래그 상태 이동 구현 업무는 어떤 내용이야?,대화맥락형,이어서 궁금한 게 있는데 칸반 보드 UI와 드래그 상태 이동 구현 업무는 어떤 내용이야?
78,1,task,72,회의 분석 결과 화면 구현 - [Jira01 재검증 테스트 삽입] WF-217,회의 분석 결과 화면 구현 업무는 어떤 내용이야?,감정재촉형,회의 분석 결과 화면 구현 업무는 어떤 내용이야? 좀 답답해서 그러는데
64,1,task,58,로그인/refresh/logout API 구현 - [Jira01 재검증 테스트 삽입] WF-203,로그인/refresh/logout API 구현 업무는 어떤 내용이야?,대화맥락형,"아까 말한 거에 이어서, 로그인/refresh/logout API 구현 업무는 어떤 내용이야?"
54,1,task,48,FS-1 인증/프로젝트/RBAC - [Jira01 재검증 테스트 삽입] WF-193,FS-1 인증/프로젝트/RBAC 업무는 어떤 내용이야?,감정재촉형,FS-1 인증/프로젝트/RBAC 업무는 어떤 내용이야? 급한데 빨리 부탁해
122,1,task,116,공통 응답 envelope와 오류 코드 구현 - [Jira01 재검증 테스트 삽입] WF-261,공통 응답 envelope와 오류 코드 구현 업무는 어떤 내용이야?,부가설명형,공통 응답 envelope와 오류 코드 구현 업무는 어떤 내용이야? (디버깅 관련 확인용 질문)
35,1,task,29,로그인과 JWT 세션을 제공한다 - [Jira01 재검증 테스트 삽입] WF-174,로그인과 JWT 세션을 제공한다 업무는 어떤 내용이야?,구어체잡음형,로그인과 JWT 세션을 제공한다 업무는 어떤 내용이야? ㅋㅋ 그냥 확인차
81,1,task,75,To-Do 후보 검토/수정 UI 구현 - [Jira01 재검증 테스트 삽입] WF-220,To-Do 후보 검토/수정 UI 구현 업무는 어떤 내용이야?,대화맥락형,"아까 말한 거에 이어서, To-Do 후보 검토/수정 UI 구현 업무는 어떤 내용이야?"
41,1,task,35,프로젝트 대시보드 기본 집계를 제공한다 - [Jira01 재검증 테스트 삽입] WF-180,프로젝트 대시보드 기본 집계를 제공한다 업무는 어떤 내용이야?,부가설명형,프로젝트 대시보드 기본 집계를 제공한다 업무는 어떤 내용이야? (그냥 확인차 물어봄)
117,1,task,111,/ai/contribution/summarize 엔드포인트 구현 - [Jira01 재검증 테스트 삽입] WF-256,/ai/contribution/summarize 엔드포인트 구현 업무는 어떤 내용이야?,감정재촉형,/ai/contribution/summarize 엔드포인트 구현 업무는 어떤 내용이야? 급한데 빨리 부탁해
85,1,task,79,dashboard summary/workload API 구현 - [Jira01 재검증 테스트 삽입] WF-224,dashboard summary/workload API 구현 업무는 어떤 내용이야?,구어체잡음형,음.. dashboard summary/workload API 구현 업무는 어떤 내용이야?
12,1,action_item,6,박상준: AI Assistant는 RAG 구조로 설계하겠습니다 - 박상준: AI Assistant는 RAG 구조로 설계하겠습니다,박상준: AI Assistant는 RAG 구조로 설계하겠습니다 관련해서 뭘 해야 해?,대화맥락형,이어서 궁금한 게 있는데 박상준: AI Assistant는 RAG 구조로 설계하겠습니다 관련해서 뭘 해야 해?
90,1,task,84,업무 상세/대시보드 위험도 표시 구현 - [Jira01 재검증 테스트 삽입] WF-229,업무 상세/대시보드 위험도 표시 구현 업무는 어떤 내용이야?,부가설명형,업무 상세/대시보드 위험도 표시 구현 업무는 어떤 내용이야? (참고용으로 물어보는 거야)
44,1,task,38,프로젝트 문서를 RAG 인덱싱한다 - [Jira01 재검증 테스트 삽입] WF-183,프로젝트 문서를 RAG 인덱싱한다 업무는 어떤 내용이야?,구어체잡음형,프로젝트 문서를 RAG 인덱싱한다 업무는 어떤 내용이야? 근데 이거 그냥 궁금해서 물어보는 거야
6,1,action_item,2,발표자료 초안을 작성한다 - 발표자료 초안을 작성한다,발표자료 초안을 작성한다 관련해서 뭘 해야 해?,대화맥락형,"아까 말한 거에 이어서, 발표자료 초안을 작성한다 관련해서 뭘 해야 해?"
34,1,meeting,3,"회의록_회의록_meeting_04_20260713_20260714 내용을 분석해 핵심 결정사항 2건, 업무 후보 3건, 위험요소 1건을 추출했습니다. 결정사항: 회의록 분석 결과를 요약, 결정사항, To-Do, 위험요소로 구조화한다., 생성된 To-Do는 팀장 검토 후 업무 보드에 등록한다. 위험요소: 담당자와 마감일이 명확하지 않은 업무는 일정 지연으로 이어질 수 있다.",회의에서 회의록_회의록_meeting_04_20260713_20260714 내용을 분석해 핵심 결정사항 관련해서 어떤 이야기가 나왔어?,부가설명형,회의에서 회의록_회의록_meeting_04_20260713_20260714 내용을 분석해 핵심 결정사항 관련해서 어떤 이야기가 나왔어? (디버깅 테스트)
46,1,task,40,업무 편중 점수 모델을 제공한다 - [Jira01 재검증 테스트 삽입] WF-185,업무 편중 점수 모델을 제공한다 업무는 어떤 내용이야?,부가설명형,업무 편중 점수 모델을 제공한다 업무는 어떤 내용이야? (그냥 확인차 물어봄)
93,1,task,87,프로젝트 문서를 RAG 인덱싱한다 - [Jira01 재검증 테스트 삽입] WF-232,프로젝트 문서를 RAG 인덱싱한다 업무는 어떤 내용이야?,대화맥락형,"아까 말한 거에 이어서, 프로젝트 문서를 RAG 인덱싱한다 업무는 어떤 내용이야?"
15,1,action_item,9,회의록 AI 분석 API 구현 - 회의록 AI 분석 API 구현,회의록 AI 분석 API 구현 관련해서 뭘 해야 해?,대화맥락형,이어서 궁금한 게 있는데 회의록 AI 분석 API 구현 관련해서 뭘 해야 해?
129,1,task,123,업무보드 DB 완전 연동 - [Jira01 재검증 테스트 삽입] WF-268,업무보드 DB 완전 연동 업무는 어떤 내용이야?,대화맥락형,이어서 궁금한 게 있는데 업무보드 DB 완전 연동 업무는 어떤 내용이야?
26,1,task,5,"할 일, 진행 중, 보류/블로커, 완료로 구성하고, 회의록에서 생성된 To-D… - 할 일, 진행 중, 보류/블로커, 완료로 구성하고, 회의록에서 생성된 To-Do가 팀장 승인 후 업무 보드에 들어오게 연결하겠습니다","할 일, 진행 중, 보류/블로커, 완료로 구성하고, 회의록에서 생성된 To-D… 업무는 어떤 내용이야?",대화맥락형,"다른 거 말고, 할 일, 진행 중, 보류/블로커, 완료로 구성하고, 회의록에서 생성된 To-D… 업무는 어떤 내용이야?"
66,1,task,60,프로젝트 생성과 멤버 초대를 제공한다 - [Jira01 재검증 테스트 삽입] WF-205,프로젝트 생성과 멤버 초대를 제공한다 업무는 어떤 내용이야?,감정재촉형,프로젝트 생성과 멤버 초대를 제공한다 업무는 어떤 내용이야? 급한데 빨리 부탁해
102,1,task,96,/ai/score/workload 서빙 구현 - [Jira01 재검증 테스트 삽입] WF-241,/ai/score/workload 서빙 구현 업무는 어떤 내용이야?,감정재촉형,/ai/score/workload 서빙 구현 업무는 어떤 내용이야??! 빨리 좀 알려줄 수 있어?
32,1,task,11,다만 팀장과 팀원은 이 화면에 접근하지 못하게 권한 테스트가 필요합니다 - 다만 팀장과 팀원은 이 화면에 접근하지 못하게 권한 테스트가 필요합니다,다만 팀장과 팀원은 이 화면에 접근하지 못하게 권한 테스트가 필요합니다 업무는 어떤 내용이야?,사교인사형,"안녕하세요, 다만 팀장과 팀원은 이 화면에 접근하지 못하게 권한 테스트가 필요합니다 업무는 어떤 내용이야?"
8,1,action_item,3,"회의 제목: 캡스톤디자인 WorkFlow AI 착수 회의 회의 일자: 2026… - 회의 제목: 캡스톤디자인 WorkFlow AI 착수 회의 회의 일자: 2026-07-09 프로젝트 유형: 캡스톤디자인 참석자: 고무서, 곽진아, 박지수, 허영주, 유소은, 박상준, 이은주 [회의 내용] 고무서: 오…",회의 제목: 캡스톤디자인 WorkFlow AI 착수 회의 회의 일자: 2026… 관련해서 뭘 해야 해?,대화맥락형,이어서 궁금한 게 있는데 회의 제목: 캡스톤디자인 WorkFlow AI 착수 회의 회의 일자: 2026… 관련해서 뭘 해야 해?
86,1,task,80,activities 이벤트 로그 저장 구현 - [Jira01 재검증 테스트 삽입] WF-225,activities 이벤트 로그 저장 구현 업무는 어떤 내용이야?,대화맥락형,저번에 물어봤던 거 말고 이번엔 activities 이벤트 로그 저장 구현 업무는 어떤 내용이야?
91,1,task,85,팀원별 업무량을 표시한다 - [Jira01 재검증 테스트 삽입] WF-230,팀원별 업무량을 표시한다 업무는 어떤 내용이야?,구어체잡음형,팀원별 업무량을 표시한다 업무는 어떤 내용이야? ㅋㅋ 그냥 확인차
11,1,action_item,10,분석 결과 화면과 업무 보드 등록 흐름 연결 - 분석 결과 화면과 업무 보드 등록 흐름 연결,분석 결과 화면과 업무 보드 등록 흐름 연결 관련해서 뭘 해야 해?,대화맥락형,저번에 물어봤던 거 말고 이번엔 분석 결과 화면과 업무 보드 등록 흐름 연결 관련해서 뭘 해야 해?
7,1,action_item,1,테스트 회의록입니다 - 테스트 회의록입니다,테스트 회의록입니다 관련해서 뭘 해야 해?,구어체잡음형,테스트 회의록입니다 관련해서 뭘 해야 해? 근데 이거 그냥 궁금해서 물어보는 거야
37,1,task,31,역할별 마이페이지 셸을 제공한다 - [Jira01 재검증 테스트 삽입] WF-176,역할별 마이페이지 셸을 제공한다 업무는 어떤 내용이야?,대화맥락형,"아까 말한 거에 이어서, 역할별 마이페이지 셸을 제공한다 업무는 어떤 내용이야?"
61,1,task,55,공통 통합/인프라 - [Jira01 재검증 테스트 삽입] WF-200,공통 통합/인프라 업무는 어떤 내용이야?,감정재촉형,공통 통합/인프라 업무는 어떤 내용이야??! 빨리 좀 알려줄 수 있어?
1,1,meeting,1,오늘 회의에서는 로그인 페이지 UI 개선과 결제 API 연동 일정을 논의했습니다. 결제 API는 다음 주 화요일까지 완료하기로 결정했습니다.,회의에서 오늘 회의에서는 로그인 페이지 UI 개선과 결제 API 연동 일정을 논의했습니다. 결제 API는 다음 주 화 관련해서 어떤 이야기가 나왔어?,대화맥락형,이어서 궁금한 게 있는데 회의에서 오늘 회의에서는 로그인 페이지 UI 개선과 결제 API 연동 일정을 논의했습니다. 결제 API는 다음 주 화 관련해서 어떤 이야기가 나왔어?
79,1,task,73,분석 상태 폴링 및 오류 처리 구현 - [Jira01 재검증 테스트 삽입] WF-218,분석 상태 폴링 및 오류 처리 구현 업무는 어떤 내용이야?,사교인사형,"안녕하세요, 분석 상태 폴링 및 오류 처리 구현 업무는 어떤 내용이야?"
74,1,task,68,회의록 업로드 화면 구현 - [Jira01 재검증 테스트 삽입] WF-213,회의록 업로드 화면 구현 업무는 어떤 내용이야?,부가설명형,회의록 업로드 화면 구현 업무는 어떤 내용이야? (langsmith 테스트)
94,1,task,88,document_chunks 및 pgvector 스키마 구현 - [Jira01 재검증 테스트 삽입] WF-233,document_chunks 및 pgvector 스키마 구현 업무는 어떤 내용이야?,부가설명형,document_chunks 및 pgvector 스키마 구현 업무는 어떤 내용이야? (회의 관련 확인용 질문)
123,1,task,117,프론트 API 클라이언트 공통 처리 구현 - [Jira01 재검증 테스트 삽입] WF-262,프론트 API 클라이언트 공통 처리 구현 업무는 어떤 내용이야?,부가설명형,프론트 API 클라이언트 공통 처리 구현 업무는 어떤 내용이야? (참고용으로 물어보는 거야)
103,1,task,97,ML 모델링 파이프라인을 지원한다 - [Jira01 재검증 테스트 삽입] WF-242,ML 모델링 파이프라인을 지원한다 업무는 어떤 내용이야?,감정재촉형,ML 모델링 파이프라인을 지원한다 업무는 어떤 내용이야? 좀 답답해서 그러는데
88,1,task,82,지연 위험도 baseline 모델 구현 - [Jira01 재검증 테스트 삽입] WF-227,지연 위험도 baseline 모델 구현 업무는 어떤 내용이야?,구어체잡음형,지연 위험도 baseline 모델 구현 업무는 어떤 내용이야? 근데 이거 그냥 궁금해서 물어보는 거야
104,1,task,98,지연 위험도 모델 학습/평가 지원 - [Jira01 재검증 테스트 삽입] WF-243,지연 위험도 모델 학습/평가 지원 업무는 어떤 내용이야?,대화맥락형,"아까 말한 거에 이어서, 지연 위험도 모델 학습/평가 지원 업무는 어떤 내용이야?"
39,1,task,33,LLM 회의 분석 결과를 구조화한다 - [Jira01 재검증 테스트 삽입] WF-178,LLM 회의 분석 결과를 구조화한다 업무는 어떤 내용이야?,대화맥락형,"다른 거 말고, LLM 회의 분석 결과를 구조화한다 업무는 어떤 내용이야?"
116,1,task,110,기여도 조회 API 구현 - [Jira01 재검증 테스트 삽입] WF-255,기여도 조회 API 구현 업무는 어떤 내용이야?,대화맥락형,"다른 거 말고, 기여도 조회 API 구현 업무는 어떤 내용이야?"
127,1,task,121,실제 비동기 분석 처리 구현 - [Jira01 재검증 테스트 삽입] WF-266,실제 비동기 분석 처리 구현 업무는 어떤 내용이야?,구어체잡음형,음.. 실제 비동기 분석 처리 구현 업무는 어떤 내용이야?
48,1,task,42,상태 기반 칸반 업무 보드를 제공한다 - [Jira01 재검증 테스트 삽입] WF-187,상태 기반 칸반 업무 보드를 제공한다 업무는 어떤 내용이야?,대화맥락형,"아까 말한 거에 이어서, 상태 기반 칸반 업무 보드를 제공한다 업무는 어떤 내용이야?"
72,1,task,66,역할별 마이페이지 라우트/위젯 구현 - [Jira01 재검증 테스트 삽입] WF-211,역할별 마이페이지 라우트/위젯 구현 업무는 어떤 내용이야?,구어체잡음형,역할별 마이페이지 라우트/위젯 구현 업무는 어떤 내용이야? ㅋㅋ 그냥 확인차
31,1,task,12,"둘째, 회의록 AI는 문서 업로드를 먼저 구현하고 STT는 후순위로 둡니다 - 둘째, 회의록 AI는 문서 업로드를 먼저 구현하고 STT는 후순위로 둡니다","둘째, 회의록 AI는 문서 업로드를 먼저 구현하고 STT는 후순위로 둡니다 업무는 어떤 내용이야?",구어체잡음형,"둘째, 회의록 AI는 문서 업로드를 먼저 구현하고 STT는 후순위로 둡니다 업무는 어떤 내용이야? ㅋㅋ 그냥 확인차"
97,1,task,91,Assistant 채팅 UI 구현 - [Jira01 재검증 테스트 삽입] WF-236,Assistant 채팅 UI 구현 업무는 어떤 내용이야?,사교인사형,"혹시 바쁘신데 죄송한데, Assistant 채팅 UI 구현 업무는 어떤 내용이야?"
43,1,task,37,팀원별 업무량을 표시한다 - [Jira01 재검증 테스트 삽입] WF-182,팀원별 업무량을 표시한다 업무는 어떤 내용이야?,감정재촉형,팀원별 업무량을 표시한다 업무는 어떤 내용이야? 좀 답답해서 그러는데
66,1,task,60,프로젝트 생성과 멤버 초대를 제공한다 - [Jira01 재검증 테스트 삽입] WF-205,프로젝트 생성과 멤버 초대를 제공한다 업무는 어떤 내용이야?,부가설명형,프로젝트 생성과 멤버 초대를 제공한다 업무는 어떤 내용이야? (참고용으로 물어보는 거야)
63,1,task,57,로그인/콜백 화면 구현 - [Jira01 재검증 테스트 삽입] WF-202,로그인/콜백 화면 구현 업무는 어떤 내용이야?,감정재촉형,로그인/콜백 화면 구현 업무는 어떤 내용이야??! 빨리 좀 알려줄 수 있어?
